Graph Size,Density,Dijkstra Basic Form List,Dijkstra Basic Form Matrix,Dijkstra Binary Heap List,Dijkstra Binary Heap Matrix,Dijkstra Balanced BST List,Dijkstra Balanced BST Matrix
30,0.0942529,1.125e-06,2.167e-06,1.042e-06,1.125e-06,1.375e-06,1.417e-06
30,0.091954,2.791e-06,5.75e-06,2.666e-06,2.75e-06,3.708e-06,3.958e-06
30,0.0735632,2.417e-06,4.916e-06,2.208e-06,2.541e-06,3.208e-06,3.417e-06
30,0.0896552,1.792e-06,3.458e-06,1.75e-06,1.958e-06,2.208e-06,2.375e-06
30,0.11954,1.125e-06,2.167e-06,1.083e-06,1.208e-06,1.333e-06,1.459e-06
30,0.0942529,4.583e-06,7.125e-06,4.167e-06,4.75e-06,5.792e-06,5.583e-06
30,0.0942529,3.041e-06,5.333e-06,3.042e-06,3.25e-06,3.667e-06,3.709e-06
30,0.0965517,7.375e-06,1.3542e-05,7.042e-06,7.416e-06,9.25e-06,9.875e-06
30,0.0965517,4.958e-06,9.833e-06,5.042e-06,5.625e-06,8.75e-06,8.917e-06
30,0.110345,2.208e-06,3.542e-06,2.084e-06,2.333e-06,2.375e-06,2.542e-06
30,0.0896552,1.167e-06,2.125e-06,1.125e-06,1.167e-06,1.375e-06,1.458e-06
30,0.105747,4.625e-06,8.167e-06,4.292e-06,4.792e-06,5.334e-06,5.667e-06
30,0.0942529,3.583e-06,5.584e-06,3.125e-06,3.5e-06,4.083e-06,4.542e-06
30,0.108046,7.208e-06,1.325e-05,7.542e-06,8.333e-06,9.959e-06,9.958e-06
30,0.0942529,4.417e-06,9e-06,4.542e-06,5e-06,6.041e-06,6e-06
30,0.0758621,1.5e-06,2.875e-06,1.291e-06,1.416e-06,1.833e-06,1.916e-06
30,0.0804598,3.792e-06,5.667e-06,3.583e-06,4.208e-06,4.5e-06,4.709e-06
30,0.0781609,3.542e-06,7.875e-06,3.542e-06,3.792e-06,5e-06,5.166e-06
30,0.105747,3.958e-06,6.833e-06,3.75e-06,4.292e-06,4.75e-06,5.083e-06
30,0.0827586,1.75e-06,2.875e-06,1.708e-06,1.917e-06,1.875e-06,2.041e-06
30,0.0965517,5.584e-06,9.625e-06,5.042e-06,5.375e-06,5.958e-06,6.542e-06
40,0.108974,8.042e-06,1.8208e-05,8.834e-06,9.709e-06,1.1125e-05,1.2084e-05
40,0.103846,1.625e-06,3.958e-06,1.292e-06,1.542e-06,1.875e-06,2.083e-06
40,0.074359,5.584e-06,1.3833e-05,5.375e-06,6.542e-06,8.125e-06,8.541e-06
40,0.103846,9.584e-06,2.4125e-05,9.167e-06,1.1333e-05,1.35e-05,1.4833e-05
40,0.0923077,1.333e-06,3e-06,1.292e-06,1.334e-06,1.584e-06,1.709e-06
40,0.105128,3.375e-06,7.791e-06,3.166e-06,3.792e-06,4e-06,4.584e-06
40,0.101282,6.917e-06,1.6833e-05,6.625e-06,7.792e-06,8.875e-06,9.708e-06
40,0.0948718,1.0042e-05,2.3875e-05,9.75e-06,1.175e-05,1.3208e-05,1.4417e-05
40,0.0910256,1.025e-05,2.6458e-05,1.0084e-05,1.2042e-05,1.3375e-05,1.4542e-05
40,0.107692,3.959e-06,9.917e-06,3.959e-06,4.417e-06,5.5e-06,5.708e-06
40,0.114103,4.542e-06,1.2375e-05,4.292e-06,5.458e-06,6.209e-06,7.042e-06
40,0.107692,1.75e-06,4.125e-06,1.542e-06,1.875e-06,1.875e-06,2.042e-06
40,0.101282,1.2708e-05,2.7333e-05,1.2542e-05,1.4709e-05,1.6792e-05,1.7417e-05
40,0.0858974,1.3083e-05,3.2125e-05,1.3125e-05,1.5042e-05,1.7167e-05,1.9167e-05
40,0.114103,1.0917e-05,2.6333e-05,9.875e-06,1.2125e-05,1.3708e-05,1.4709e-05
40,0.0884615,4.916e-06,1.2041e-05,4.791e-06,5.708e-06,6.125e-06,6.792e-06
40,0.103846,2.333e-06,7.625e-06,2.375e-06,2.708e-06,3e-06,3.375e-06
40,0.0807692,4.625e-06,1.15e-05,4.333e-06,5.125e-06,6.042e-06,6.5e-06
40,0.0923077,5.834e-06,1.4042e-05,5.75e-06,7.208e-06,7.917e-06,8.834e-06
40,0.102564,1.3916e-05,3.3375e-05,1.375e-05,1.6125e-05,1.6875e-05,1.8375e-05
40,0.111538,9.5e-06,2.2958e-05,9.167e-06,1.0917e-05,1.2209e-05,1.3e-05
40,0.111538,5.917e-06,1.3375e-05,5.708e-06,6.75e-06,7.583e-06,8e-06
40,0.124359,1.0334e-05,2.6e-05,1.0209e-05,1.1834e-05,1.4042e-05,1.5125e-05
40,0.0858974,4.292e-06,9.291e-06,4.166e-06,4.916e-06,5.125e-06,5.667e-06
40,0.1,4.334e-06,1.0834e-05,4.208e-06,5.041e-06,5.875e-06,6.417e-06
40,0.0935897,3.417e-06,1.2042e-05,4.75e-06,5.334e-06,6.084e-06,6.042e-06
40,0.115385,1.0083e-05,2.25e-05,1.0125e-05,1.1709e-05,1.3167e-05,1.425e-05
40,0.123077,1.4375e-05,3.1917e-05,1.4333e-05,1.6292e-05,1.8875e-05,2.0708e-05
40,0.0961538,6.417e-06,1.6125e-05,5.833e-06,6.958e-06,8.291e-06,8.958e-06
40,0.0858974,7.041e-06,1.7625e-05,6.667e-06,8e-06,9.208e-06,9.916e-06
40,0.102564,7.333e-06,1.5625e-05,6.792e-06,7.708e-06,8.541e-06,9.416e-06
40,0.0833333,5.416e-06,1.3083e-05,5.5e-06,6.25e-06,6.958e-06,7.666e-06
40,0.105128,4.792e-06,1.2792e-05,4.709e-06,5.667e-06,7.166e-06,7.375e-06
40,0.0974359,2.958e-06,7e-06,2.958e-06,3.75e-06,3.75e-06,4.375e-06
40,0.0846154,5.458e-06,1.3083e-05,5.375e-06,6.375e-06,6.916e-06,7.375e-06
40,0.0884615,1.459e-06,3.459e-06,1.334e-06,1.584e-06,1.917e-06,2.084e-06
40,0.110256,5e-06,1.1583e-05,4.792e-06,5.75e-06,6.625e-06,6.667e-06
40,0.0923077,5.291e-06,1.0625e-05,5.041e-06,5.75e-06,6.209e-06,6.875e-06
40,0.098718,1.0416e-05,2.7958e-05,1.0417e-05,1.2083e-05,1.4916e-05,1.6167e-05
40,0.123077,1.0583e-05,2.6625e-05,1.0584e-05,1.2334e-05,1.4292e-05,1.55e-05
40,0.110256,1.4458e-05,3.0917e-05,1.425e-05,1.6375e-05,1.8042e-05,1.9542e-05
40,0.098718,6.167e-06,1.7625e-05,5.791e-06,7.208e-06,8.792e-06,9.709e-06
40,0.098718,7.875e-06,2.0291e-05,7.542e-06,8.958e-06,1.1833e-05,1.3125e-05
40,0.0820513,4.625e-06,1.1084e-05,4.417e-06,5.375e-06,5.875e-06,6.5e-06
40,0.101282,3.667e-06,9.209e-06,3.625e-06,3.916e-06,4.625e-06,5.167e-06
40,0.10641,1.4292e-05,3.5042e-05,1.4208e-05,1.6084e-05,1.925e-05,2.1625e-05
40,0.103846,8.125e-06,2.1875e-05,8.041e-06,9.083e-06,1.0875e-05,1.2291e-05
40,0.0910256,1.1333e-05,2.6167e-05,9.458e-06,1.1541e-05,1.3667e-05,1.6458e-05
40,0.111538,5.75e-06,1.475e-05,6.166e-06,6.916e-06,7.666e-06,7.875e-06
40,0.0948718,1.2959e-05,3.4042e-05,1.2167e-05,1.5375e-05,1.7083e-05,1.9291e-05
40,0.098718,1.275e-05,3.1084e-05,1.2125e-05,1.425e-05,1.6375e-05,1.7959e-05
40,0.117949,5.708e-06,1.5e-05,5.375e-06,6.583e-06,7.583e-06,8.375e-06
40,0.101282,4.708e-06,9.708e-06,4.417e-06,4.75e-06,5.417e-06,5.833e-06
40,0.0935897,3.833e-06,9.208e-06,3.667e-06,4.334e-06,5.25e-06,5.208e-06
40,0.105128,9.958e-06,2.8167e-05,9.584e-06,1.1625e-05,1.4917e-05,1.6334e-05
40,0.0923077,1.0417e-05,2.4041e-05,1.0125e-05,1.2e-05,1.3583e-05,1.4625e-05
40,0.0935897,2.833e-06,6.542e-06,2.792e-06,3.084e-06,3.417e-06,3.75e-06
40,0.0846154,5.167e-06,1.4166e-05,5.041e-06,5.833e-06,7.125e-06,7.75e-06
40,0.107692,4.125e-06,9e-06,4e-06,4.541e-06,5.042e-06,5.417e-06
40,0.102564,2.625e-06,5.292e-06,2.625e-06,2.875e-06,2.875e-06,3.208e-06
40,0.098718,3.167e-06,7e-06,3.083e-06,3.5e-06,4.084e-06,4.417e-06
40,0.0923077,1.0875e-05,2.7166e-05,1.1042e-05,1.275e-05,1.5291e-05,1.6458e-05
40,0.0935897,6.917e-06,1.425e-05,6.708e-06,7.709e-06,8.375e-06,8.625e-06
40,0.101282,1.2125e-05,2.8e-05,1.1334e-05,1.3542e-05,1.5917e-05,1.7208e-05
40,0.107692,9.209e-06,2.1667e-05,8.667e-06,1.0166e-05,1.125e-05,1.2416e-05
40,0.105128,8.625e-06,2.0041e-05,8.125e-06,9.458e-06,1.0708e-05,1.1833e-05
40,0.0871795,9.708e-06,2.5125e-05,1e-05,1.1542e-05,1.3e-05,1.4375e-05
40,0.098718,9.666e-06,2.3375e-05,9.084e-06,1.075e-05,1.1959e-05,1.3334e-05
40,0.0923077,1.792e-06,3.5e-06,1.75e-06,1.916e-06,1.958e-06,2.125e-06
40,0.107692,1.1709e-05,3.0625e-05,1.2291e-05,1.3917e-05,1.5959e-05,1.8083e-05
40,0.110256,7.583e-06,1.7542e-05,6.917e-06,8.292e-06,9.209e-06,1.0583e-05
40,0.107692,1.2667e-05,3.0458e-05,1.3e-05,1.4958e-05,1.7458e-05,1.9041e-05
40,0.0833333,6.333e-06,1.3958e-05,6.084e-06,7.209e-06,8e-06,8.958e-06
40,0.0897436,1.0167e-05,2.4708e-05,1.0166e-05,1.1542e-05,1.3042e-05,1.4375e-05
40,0.0974359,7.083e-06,1.85e-05,7.167e-06,8.25e-06,9.916e-06,1.0958e-05
40,0.0974359,9.5e-06,2.3208e-05,9.125e-06,1.0542e-05,1.2417e-05,1.3625e-05
40,0.1,4.042e-06,9.334e-06,3.542e-06,4.25e-06,4.667e-06,5e-06
40,0.0974359,3.708e-06,8.792e-06,3.5e-06,4.167e-06,4.625e-06,5.333e-06
40,0.111538,7.167e-06,1.9333e-05,6.875e-06,8.291e-06,1.0166e-05,1.1041e-05
40,0.103846,2.792e-06,5.875e-06,2.583e-06,3.125e-06,3.333e-06,3.583e-06
40,0.0884615,3.834e-06,8.542e-06,3.833e-06,4.291e-06,4.708e-06,5.292e-06
40,0.0833333,3.584e-06,8.375e-06,3.584e-06,3.959e-06,4.583e-06,5e-06
40,0.101282,1.958e-06,4.209e-06,2e-06,2.208e-06,2.416e-06,2.583e-06
40,0.108974,1.1917e-05,2.8417e-05,1.1959e-05,1.3833e-05,1.5958e-05,1.7166e-05
40,0.120513,1.3e-05,2.8833e-05,1.2875e-05,1.5208e-05,1.6958e-05,1.8208e-05
40,0.1,1.042e-06,1.959e-06,1e-06,1.041e-06,1e-06,1.084e-06
40,0.0961538,9.125e-06,2.2e-05,9e-06,1.4667e-05,1.4375e-05,1.4291e-05
40,0.0897436,1.0625e-05,2.7875e-05,1.075e-05,1.1792e-05,1.4125e-05,1.4958e-05
40,0.0910256,7.875e-06,2.0708e-05,6.875e-06,8.167e-06,1.0083e-05,1.1292e-05
40,0.103846,5.041e-06,1.2458e-05,5.041e-06,5.291e-06,6.541e-06,7.292e-06
40,0.117949,8.958e-06,2.0708e-05,1.075e-05,1.0875e-05,1.1459e-05,1.2584e-05
40,0.0858974,2.833e-06,5.375e-06,2.625e-06,3e-06,3e-06,3.417e-06
40,0.098718,1.292e-06,2.667e-06,1.209e-06,1.375e-06,1.416e-06,1.625e-06
40,0.114103,1.4709e-05,3.2375e-05,1.3667e-05,1.6166e-05,1.9375e-05,2.0375e-05
40,0.0858974,1.625e-06,4.625e-06,1.542e-06,1.875e-06,2.375e-06,2.709e-06
40,0.111538,3.209e-06,7.042e-06,3e-06,3.542e-06,3.958e-06,4.334e-06
40,0.105128,6.708e-06,1.5041e-05,6.667e-06,7.709e-06,8.875e-06,9.416e-06
40,0.098718,6.292e-06,1.5042e-05,6.125e-06,6.791e-06,8.333e-06,8.792e-06
40,0.107692,3.459e-06,8e-06,3.208e-06,3.833e-06,4.5e-06,4.833e-06
40,0.105128,9.708e-06,2.2541e-05,9.458e-06,1.075e-05,1.1708e-05,1.3125e-05
40,0.1,3.709e-06,8.292e-06,3.625e-06,4.209e-06,4.417e-06,4.917e-06
40,0.102564,1.025e-05,2.4541e-05,1.0875e-05,1.1666e-05,1.3041e-05,1.4208e-05
40,0.102564,3.75e-06,8.291e-06,3.416e-06,4.083e-06,4.583e-06,5.083e-06
40,0.1,7.375e-06,1.5792e-05,7.25e-06,8.584e-06,8.917e-06,9.792e-06
40,0.098718,5.417e-06,1.2084e-05,5.375e-06,6.209e-06,6.542e-06,7.083e-06
40,0.0884615,7.584e-06,2.15e-05,7.959e-06,9.417e-06,1.05e-05,1.2167e-05
40,0.0948718,4.708e-06,1.1458e-05,4.958e-06,5.458e-06,5.834e-06,6.542e-06
40,0.0858974,1.05e-05,2.3292e-05,1.025e-05,1.2209e-05,1.3167e-05,1.4667e-05
40,0.105128,1.05e-05,2.5834e-05,1.0292e-05,1.2084e-05,1.45e-05,1.5791e-05
40,0.0897436,5.041e-06,1.2667e-05,4.875e-06,5.667e-06,6.625e-06,7.041e-06
40,0.123077,1.5959e-05,3.4417e-05,1.5917e-05,1.8834e-05,2.0958e-05,2.375e-05
40,0.098718,7.125e-06,1.775e-05,6.834e-06,7.917e-06,9e-06,1.0208e-05
40,0.107692,9.542e-06,2.1958e-05,9.042e-06,1.0833e-05,1.1792e-05,1.2792e-05
40,0.0833333,6.5e-06,1.7916e-05,6.583e-06,7.584e-06,9.292e-06,1.05e-05
40,0.0910256,3.583e-06,6.959e-06,3.458e-06,3.958e-06,4.084e-06,4.5e-06
40,0.116667,1.0292e-05,2.4834e-05,1.0084e-05,1.1542e-05,1.2958e-05,1.4625e-05
40,0.0910256,8e-06,1.8209e-05,7.75e-06,8.542e-06,1.0084e-05,1.0959e-05
40,0.114103,1.5e-05,2.775e-05,9.917e-06,1.2166e-05,1.3333e-05,1.4458e-05
40,0.0871795,7.417e-06,1.8959e-05,7.209e-06,8.375e-06,1e-05,1.0833e-05
40,0.117949,1.575e-05,3.475e-05,1.475e-05,1.6917e-05,1.9542e-05,2.0583e-05
40,0.10641,3.791e-06,8.5e-06,3.542e-06,9.459e-06,4.667e-06,4.958e-06
40,0.102564,1.1917e-05,3.25e-05,1.2e-05,1.4e-05,1.5959e-05,1.7167e-05
40,0.0948718,3.667e-06,8.5e-06,3.583e-06,4.042e-06,4.459e-06,4.958e-06
40,0.10641,4.417e-06,1.0916e-05,4.041e-06,4.875e-06,5.75e-06,6.125e-06
40,0.0807692,2.25e-06,5.333e-06,2.292e-06,2.542e-06,2.875e-06,3.167e-06
40,0.0948718,6.125e-06,1.5708e-05,5.958e-06,7.125e-06,8.375e-06,9.5e-06
40,0.0833333,2.958e-06,6.25e-06,2.875e-06,3.125e-06,3.5e-06,3.792e-06
40,0.0897436,6.917e-06,1.5667e-05,6.875e-06,7.875e-06,9.125e-06,9.916e-06
40,0.0910256,7.708e-06,1.775e-05,7.292e-06,8.5e-06,9.167e-06,9.792e-06
40,0.112821,1.0084e-05,2.3208e-05,1.0166e-05,1.1958e-05,1.35e-05,1.3958e-05
40,0.1,8.125e-06,1.9375e-05,7.75e-06,9.291e-06,1.0167e-05,1.2292e-05
40,0.103846,5.708e-06,1.4625e-05,5.833e-06,6.75e-06,7.292e-06,8.125e-06
40,0.0961538,7e-06,1.9792e-05,7.084e-06,8.542e-06,9.958e-06,1.1041e-05
40,0.0833333,9.292e-06,2.2125e-05,9.292e-06,1.0291e-05,1.1208e-05,1.2583e-05
40,0.0961538,4.583e-06,1.15e-05,4.542e-06,5.125e-06,5.875e-06,6.25e-06
40,0.098718,5.5e-06,1.3334e-05,5.167e-06,6.125e-06,7.041e-06,7.333e-06
40,0.0961538,5.458e-06,1.3125e-05,5.292e-06,6.25e-06,7.083e-06,7.291e-06
40,0.1,6.708e-06,1.8292e-05,6.542e-06,7.834e-06,9.334e-06,1.0125e-05
40,0.0871795,5.333e-06,1.3125e-05,5.25e-06,6.209e-06,6.917e-06,7.5e-06
40,0.103846,8.583e-06,1.9959e-05,7.917e-06,9.709e-06,1.0958e-05,1.1875e-05
40,0.0884615,1.25e-06,2.667e-06,1.25e-06,1.417e-06,1.5e-06,1.625e-06
40,0.0974359,1.25e-06,2.625e-06,1.166e-06,1.333e-06,1.417e-06,1.625e-06
40,0.0897436,7.416e-06,1.8292e-05,7.208e-06,8.375e-06,9.583e-06,1.0708e-05
40,0.0807692,1.1125e-05,2.6333e-05,1.0833e-05,1.275e-05,1.4167e-05,1.6041e-05
40,0.098718,6.042e-06,1.4959e-05,6.209e-06,7.334e-06,8.458e-06,9.25e-06
40,0.0948718,5.125e-06,1.3125e-05,4.958e-06,6e-06,6.875e-06,7.584e-06
40,0.0884615,7.917e-06,2.1375e-05,7.708e-06,9.083e-06,1.0292e-05,1.15e-05
40,0.1,4.25e-06,9.75e-06,4.125e-06,4.625e-06,5.584e-06,6e-06
40,0.103846,9.209e-06,2.1125e-05,9.375e-06,1.0583e-05,1.2041e-05,1.2958e-05
40,0.0858974,5.583e-06,1.2917e-05,5.458e-06,6.417e-06,6.916e-06,7.583e-06
40,0.101282,5.833e-06,1.3292e-05,5.667e-06,7.084e-06,7.583e-06,8.208e-06
40,0.107692,9.208e-06,2.2083e-05,9.167e-06,1.0458e-05,1.1583e-05,1.2958e-05
40,0.101282,6e-06,1.4542e-05,6.334e-06,6.708e-06,7.25e-06,8.125e-06
40,0.117949,7.917e-06,2.0042e-05,8.041e-06,9.375e-06,1.0625e-05,1.1708e-05
40,0.107692,6.583e-06,1.6667e-05,6.542e-06,7.666e-06,8.541e-06,9.125e-06
40,0.119231,1.0958e-05,2.4667e-05,1.1083e-05,1.2584e-05,1.35e-05,1.55e-05
40,0.107692,1.0667e-05,2.4917e-05,1.0208e-05,1.175e-05,1.3292e-05,1.425e-05
40,0.103846,1.5458e-05,3.1666e-05,1.5083e-05,1.75e-05,1.9e-05,2.0792e-05
40,0.105128,1.2959e-05,3.3792e-05,1.2792e-05,1.5e-05,1.7583e-05,1.95e-05
40,0.0807692,2.792e-06,6.625e-06,2.791e-06,3.292e-06,3.375e-06,3.667e-06
40,0.102564,5.709e-06,1.425e-05,5.541e-06,6.5e-06,7.334e-06,8.167e-06
40,0.124359,1.0375e-05,2.9166e-05,1.0208e-05,1.1875e-05,1.5084e-05,1.6e-05
40,0.112821,1.15e-05,2.7291e-05,1.1625e-05,1.35e-05,1.525e-05,1.7208e-05
40,0.0897436,6.708e-06,1.3375e-05,6.333e-06,7.875e-06,8.625e-06,9.417e-06
40,0.0884615,4.041e-06,9.291e-06,3.875e-06,4.459e-06,4.792e-06,5.583e-06
40,0.102564,5e-06,1.2792e-05,4.833e-06,5.75e-06,6.833e-06,8.625e-06
40,0.119231,1.3125e-05,2.9084e-05,1.2459e-05,1.4625e-05,1.6625e-05,1.8125e-05
40,0.0858974,3.708e-06,9.166e-06,3.375e-06,4e-06,4.625e-06,5.25e-06
40,0.098718,5.917e-06,1.3917e-05,5.625e-06,6.5e-06,7.5e-06,7.959e-06
40,0.0820513,3.958e-06,9.042e-06,3.917e-06,4.625e-06,4.791e-06,5.292e-06
40,0.0974359,1e-05,2.1417e-05,9.459e-06,1.1333e-05,1.25e-05,1.35e-05
40,0.101282,1.1541e-05,2.6916e-05,1.0917e-05,1.2583e-05,1.4167e-05,1.5792e-05
40,0.0807692,7.625e-06,2.0333e-05,7.667e-06,8.709e-06,1.0583e-05,1.1958e-05
40,0.0833333,5.417e-06,1.1958e-05,5.166e-06,6.167e-06,6.25e-06,7.042e-06
40,0.0948718,6.917e-06,1.625e-05,6.875e-06,8.125e-06,8.75e-06,9.541e-06
40,0.111538,1.1334e-05,2.3833e-05,1.0291e-05,1.2417e-05,1.3542e-05,1.4959e-05
40,0.101282,5e-06,1.2417e-05,4.875e-06,5.916e-06,6.667e-06,7.083e-06
40,0.0935897,7.792e-06,1.975e-05,8.125e-06,9.125e-06,1.0792e-05,1.1333e-05
40,0.119231,1.1917e-05,2.8125e-05,1.1083e-05,1.3666e-05,1.5292e-05,1.7542e-05
40,0.0974359,1.333e-06,2.875e-06,1.208e-06,1.417e-06,1.542e-06,1.625e-06
40,0.1,1.15e-05,2.9e-05,1.175e-05,1.3167e-05,1.4833e-05,1.65e-05
40,0.10641,4.167e-06,9.584e-06,4.209e-06,4.542e-06,5.125e-06,5.667e-06
40,0.098718,5.917e-06,1.3292e-05,5.459e-06,6.709e-06,7.167e-06,8e-06
40,0.0961538,5.375e-06,1.2e-05,4.958e-06,5.666e-06,6.791e-06,7.667e-06
40,0.0820513,1.0208e-05,2.2625e-05,1e-05,1.1459e-05,1.3125e-05,1.375e-05
40,0.0923077,8.084e-06,1.925e-05,7.75e-06,9.458e-06,1.0083e-05,1.1583e-05
40,0.0846154,8.125e-06,1.8458e-05,7.625e-06,8.917e-06,9.834e-06,1.0834e-05
40,0.103846,4.667e-06,1.0542e-05,4.417e-06,5.041e-06,5.416e-06,6.208e-06
40,0.114103,9.333e-06,2.0875e-05,9.208e-06,1.0625e-05,1.1458e-05,1.2792e-05
40,0.1,1.2e-05,2.8417e-05,1.1917e-05,1.3542e-05,1.575e-05,1.7333e-05
40,0.103846,8.916e-06,2.2458e-05,8.291e-06,1.025e-05,1.1417e-05,1.2e-05
40,0.0923077,4e-06,1.0167e-05,3.792e-06,4.625e-06,5.167e-06,5.834e-06
40,0.115385,1.4333e-05,3.0792e-05,1.4e-05,1.5875e-05,1.8708e-05,2.0208e-05
40,0.0910256,3.333e-06,8.375e-06,3.125e-06,3.625e-06,4.333e-06,4.708e-06
40,0.114103,1.3667e-05,3.1167e-05,1.3667e-05,1.525e-05,1.7458e-05,1.9458e-05
40,0.0948718,3.291e-06,7.458e-06,3.375e-06,3.75e-06,4e-06,4.375e-06
40,0.0910256,7.041e-06,1.7417e-05,6.708e-06,7.75e-06,9.25e-06,1.0167e-05
40,0.1,1.4375e-05,3.325e-05,1.4208e-05,1.6e-05,1.8791e-05,2.0917e-05
40,0.0871795,7.625e-06,1.8e-05,7.833e-06,8.958e-06,1.0166e-05,1.0542e-05
40,0.0897436,2.958e-06,6.041e-06,2.833e-06,3.083e-06,3.458e-06,3.709e-06
40,0.0974359,9.083e-06,2.1416e-05,8.958e-06,1.0333e-05,1.1292e-05,1.2542e-05
40,0.102564,8.125e-06,2.0042e-05,8e-06,9.166e-06,1.025e-05,1.1417e-05
40,0.0820513,4.375e-06,9.292e-06,4.125e-06,4.667e-06,4.917e-06,5.792e-06
40,0.0858974,7.834e-06,2.1917e-05,7.833e-06,9.042e-06,1.0834e-05,1.1333e-05
40,0.0961538,2.875e-06,6.334e-06,2.583e-06,3.166e-06,3.333e-06,3.75e-06
40,0.0948718,1.0416e-05,2.4625e-05,1.0084e-05,1.1375e-05,1.3625e-05,1.4709e-05
40,0.115385,2e-06,4.208e-06,2e-06,2.25e-06,2.375e-06,2.75e-06
40,0.105128,1.2584e-05,2.8125e-05,1.1916e-05,1.4e-05,1.6334e-05,1.7667e-05
40,0.110256,3.667e-06,8.167e-06,3.625e-06,4e-06,4.375e-06,4.792e-06
40,0.0910256,1.1583e-05,2.5917e-05,1.1792e-05,1.3125e-05,1.4958e-05,1.6042e-05
40,0.0974359,6.167e-06,1.4875e-05,5.958e-06,6.833e-06,7.791e-06,8.583e-06
40,0.110256,4.875e-06,1.2333e-05,4.625e-06,5.583e-06,6.541e-06,7.25e-06
40,0.0948718,6e-06,1.4459e-05,5.542e-06,6.334e-06,7.208e-06,8.167e-06
40,0.108974,3.375e-06,7.834e-06,3.417e-06,3.916e-06,4.416e-06,4.958e-06
40,0.0935897,2.625e-06,5.25e-06,2.459e-06,2.875e-06,2.833e-06,3.084e-06
40,0.1,4.333e-06,1.1166e-05,4e-06,4.959e-06,5.917e-06,6.584e-06
40,0.0871795,8.875e-06,2.1625e-05,8.709e-06,1.0208e-05,1.125e-05,1.2334e-05
40,0.114103,7.75e-06,1.8292e-05,7.75e-06,8.917e-06,1.0125e-05,1.1167e-05
40,0.0782051,9.25e-06,2.2584e-05,9.125e-06,1.05e-05,1.0958e-05,1.2042e-05
40,0.0961538,1.291e-06,2.792e-06,1.292e-06,1.333e-06,1.5e-06,1.541e-06
40,0.0910256,4.042e-06,9.25e-06,4.042e-06,4.667e-06,4.834e-06,5.583e-06
40,0.108974,3.833e-06,9.416e-06,3.625e-06,4.292e-06,4.916e-06,5.375e-06
40,0.120513,1.475e-05,2.8375e-05,1.4209e-05,1.6375e-05,1.8166e-05,1.9708e-05
40,0.103846,1.0083e-05,2.4291e-05,9.708e-06,1.0833e-05,1.275e-05,1.4167e-05
40,0.0961538,5.25e-06,1.125e-05,5.084e-06,5.833e-06,6.583e-06,6.958e-06
40,0.0820513,2.416e-06,4.458e-06,2.417e-06,2.541e-06,2.583e-06,2.666e-06
40,0.103846,6.334e-06,1.5917e-05,6.042e-06,7.209e-06,8.292e-06,9.083e-06
40,0.0961538,2.375e-06,6.292e-06,2.291e-06,2.583e-06,3.083e-06,3.458e-06
40,0.111538,1.2e-05,2.7208e-05,1.1958e-05,1.3708e-05,1.5917e-05,1.7208e-05
40,0.0948718,1.708e-06,3.709e-06,1.458e-06,1.875e-06,1.833e-06,2e-06
40,0.0961538,1.25e-06,2.666e-06,1.291e-06,1.375e-06,1.5e-06,1.583e-06
40,0.0833333,2.125e-06,5.375e-06,2.042e-06,2.417e-06,2.75e-06,3.125e-06
40,0.0923077,8.083e-06,1.9916e-05,7.666e-06,9.291e-06,1.0541e-05,1.15e-05
40,0.0884615,6.5e-06,1.5042e-05,6.334e-06,7.042e-06,8.125e-06,8.75e-06
40,0.098718,4.875e-06,1.0792e-05,4.791e-06,5.166e-06,5.875e-06,6.5e-06
40,0.0974359,2.959e-06,7.167e-06,3e-06,3.5e-06,3.875e-06,4.25e-06
40,0.0897436,7.084e-06,1.4125e-05,6.541e-06,7.75e-06,8.584e-06,9.458e-06
40,0.101282,1.05e-05,2.6708e-05,1.0583e-05,1.2625e-05,1.4083e-05,1.5583e-05
40,0.112821,7.375e-06,2.025e-05,7.333e-06,8.666e-06,1.0542e-05,1.1417e-05
40,0.114103,1.1667e-05,2.6292e-05,1.1875e-05,1.3458e-05,1.4875e-05,1.6042e-05
40,0.105128,2.041e-06,4.416e-06,1.958e-06,2.292e-06,2.375e-06,2.667e-06
40,0.0858974,5.333e-06,1.5583e-05,5.375e-06,6.291e-06,7.791e-06,8.708e-06
40,0.101282,1.4125e-05,2.9e-05,1.1625e-05,1.4e-05,1.8667e-05,1.8167e-05
40,0.112821,1.2042e-05,2.4125e-05,1.125e-05,1.2917e-05,1.5e-05,1.6291e-05
40,0.0897436,1.2333e-05,2.9625e-05,1.1375e-05,1.3834e-05,1.65e-05,1.7083e-05
40,0.115385,9.292e-06,2.25e-05,9.542e-06,1.1042e-05,1.2125e-05,1.2667e-05
40,0.0858974,6.375e-06,1.9084e-05,5.459e-06,6.417e-06,7.792e-06,8.625e-06
40,0.102564,8.333e-06,1.9792e-05,7.75e-06,9.25e-06,1.125e-05,1.2292e-05
40,0.0961538,5.416e-06,1.2541e-05,5.125e-06,5.875e-06,6.459e-06,7.167e-06
40,0.124359,7.583e-06,1.75e-05,7.209e-06,8.292e-06,9.75e-06,1.0792e-05
40,0.1,4.708e-06,1.1e-05,4.625e-06,5.5e-06,6.041e-06,6.583e-06
