Graph Size,Density,Dijkstra Basic Form List,Dijkstra Basic Form Matrix,Dijkstra Binary Heap List,Dijkstra Binary Heap Matrix,Dijkstra Balanced BST List,Dijkstra Balanced BST Matrix
200,0.0998995,0.000109667,0.000719542,0.000109667,0.000216875,0.000129958,0.000215208
200,0.106181,0.000113917,0.000735125,0.0001105,0.000218958,0.000132209,0.000215834
200,0.100302,0.000116333,0.00071325,0.000111209,0.000222333,0.000133833,0.000216833
200,0.103367,0.000101,0.00066925,0.000100542,0.0002,0.0001235,0.000194292
200,0.102814,0.000112916,0.000767708,0.000111292,0.000226,0.000143125,0.000231125
200,0.0978392,0.000114917,0.0007375,0.000112208,0.000221917,0.000134708,0.00021775
200,0.0990452,9.8625e-05,0.00069,9.7625e-05,0.000197625,0.000125917,0.000198791
200,0.10201,8.975e-05,0.00060975,8.9375e-05,0.000184417,0.00010875,0.000178208
200,0.10005,0.000119208,0.000706833,0.000113458,0.000233666,0.00014375,0.000216459
200,0.098995,7.8167e-05,0.00051825,7.4375e-05,0.000150458,9.0917e-05,0.000148958
200,0.103769,0.000115709,0.000770625,0.0001155,0.000228042,0.000137708,0.000222958
200,0.10201,0.000124458,0.000799125,0.000124167,0.000247834,0.000148167,0.000238333
200,0.10201,0.000108792,0.000689667,0.000108,0.000218167,0.000128542,0.000211083
200,0.101005,0.000102834,0.000716,0.000102708,0.000205042,0.000129875,0.000208792
200,0.102915,9.5792e-05,0.000698459,9.5334e-05,0.000194292,0.000119709,0.000200417
200,0.0984925,0.000107792,0.000719916,0.000107375,0.000211583,0.000127584,0.000207584
200,0.10191,0.000103458,0.000672083,0.000103583,0.000206917,0.000125541,0.000203125
200,0.104623,9.8125e-05,0.00062675,9.6458e-05,0.000194667,0.000116458,0.000191167
200,0.0987437,0.000117958,0.000751875,0.000115959,0.0002335,0.000140334,0.000225458
200,0.100754,9.05e-05,0.000630625,9.0541e-05,0.000183083,0.000113208,0.00018525
200,0.0963317,0.00010375,0.00067925,0.000103834,0.000205083,0.000133167,0.000197834
200,0.098995,0.000120792,0.00081525,0.000119708,0.000243083,0.000144791,0.000234417
200,0.100101,0.000114625,0.000756125,0.00011425,0.000227375,0.000139625,0.000224333
200,0.100201,0.000114334,0.000736125,0.000113125,0.000224041,0.000134833,0.00021925
200,0.0975879,0.00011225,0.000727209,0.00010975,0.000228083,0.000132375,0.000211333
200,0.10206,0.000106541,0.000728541,0.00010225,0.000203333,0.000123833,0.000212583
200,0.101759,0.000120417,0.000750167,0.000119666,0.000236208,0.000143084,0.0002475
200,0.0980402,0.000101291,0.000722708,9.9e-05,0.000204584,0.000125792,0.000208625
200,0.0970352,0.000111875,0.000743375,0.000112541,0.00022675,0.000133417,0.000217708
200,0.101307,0.000121416,0.000787583,0.000121416,0.00024175,0.000146875,0.000235584
200,0.100754,0.000126458,0.000789416,0.000125791,0.000249958,0.000152208,0.000236625
200,0.0969347,0.000110667,0.00069375,0.00010625,0.000213792,0.000129917,0.000208083
200,0.0961307,0.000111375,0.000776083,0.00010725,0.000211125,0.000132083,0.00021725
200,0.103417,0.000118875,0.000758459,0.000119209,0.000235292,0.000142542,0.000228542
200,0.0948241,0.000115917,0.00074675,0.000115459,0.000229084,0.000138583,0.00022075
200,0.100553,0.000106458,0.000733208,0.000107708,0.00021225,0.000129167,0.000210334
200,0.0974372,0.000128834,0.000800667,0.000126083,0.000248792,0.000148167,0.000240125
200,0.0976382,0.000116875,0.000796,0.000115792,0.000233125,0.00013975,0.000226167
200,0.0996482,0.000118208,0.000789541,0.00011725,0.000233292,0.000140875,0.000229125
200,0.0960302,0.000116,0.000777959,0.000116375,0.000232625,0.000138959,0.000225209
200,0.102312,0.00011925,0.000680167,0.000126834,0.000237917,0.000149792,0.000209
200,0.098191,0.000101125,0.000698958,9.9792e-05,0.000201959,0.000121708,0.000201333
200,0.0978392,0.000106125,0.000709042,0.00010525,0.000213333,0.000161375,0.000226917
200,0.101859,0.000102333,0.000682625,0.000101959,0.000255458,0.000125917,0.000209792
200,0.102362,0.000142167,0.000824208,0.000130417,0.000267542,0.000184917,0.000246375
200,0.101709,0.000103625,0.000697916,0.000102917,0.000208917,0.000127,0.000207375
200,0.099799,0.000125708,0.0007905,0.000130625,0.00025275,0.000150959,0.000243709
200,0.0960804,0.000119584,0.000789875,0.000116583,0.000233083,0.000139875,0.000222209
200,0.100955,0.000110792,0.000720125,0.000108958,0.0002165,0.000132542,0.000212125
200,0.100754,0.000110458,0.0007355,0.000110292,0.000219459,0.00013175,0.0002175
200,0.0944221,0.000115917,0.000749625,0.000115958,0.000229333,0.000139417,0.000226375
200,0.0976884,0.000117042,0.000724792,0.00010975,0.000218209,0.000136125,0.000225792
200,0.103568,0.000131625,0.000784667,0.000135875,0.000247,0.000148542,0.000266708
200,0.10206,0.000112666,0.000699,0.000125959,0.000224084,0.000133584,0.000242209
200,0.104271,0.000114167,0.000751833,0.000112833,0.000229791,0.000140125,0.000289
200,0.0952764,0.00012125,0.0006455,8.4542e-05,0.000201833,0.000148,0.000198667
200,0.0979899,0.0001075,0.000722167,0.000113833,0.000228334,0.000148542,0.000273708
200,0.10005,0.000117084,0.000801084,0.000108458,0.000254708,0.00016425,0.000233875
200,0.0973367,7.775e-05,0.000561792,6.4917e-05,0.000132208,8.1958e-05,0.000134958
200,0.0969849,0.000118625,0.000689625,0.000113416,0.000213541,0.000122041,0.000190167
200,0.099196,0.000114292,0.000754417,0.000134459,0.000236167,0.000133375,0.00021125
200,0.0995477,0.000136333,0.000838125,0.000146917,0.000253542,0.000158792,0.000234375
200,0.0968844,0.000122458,0.000861458,0.000121416,0.000247875,0.000163084,0.000298083
200,0.100905,0.000110625,0.00080575,0.000110083,0.00022875,0.000177333,0.000257708
200,0.101256,0.000114958,0.0008715,0.000112875,0.000283125,0.000158375,0.000213709
200,0.0988945,0.000145875,0.000712,0.000115375,0.000270125,0.00015175,0.000209708
200,0.105528,0.000148125,0.000765834,0.000132875,0.000284291,0.000147125,0.000218291
200,0.100854,0.000142334,0.000779208,0.000139291,0.000249708,0.000137,0.000218541
200,0.101357,0.00014175,0.000913167,0.000129584,0.00025625,0.000160292,0.000319584
200,0.0962814,0.000101541,0.000793833,0.0001185,0.00023125,0.000157541,0.000308625
200,0.0964824,0.00010425,0.000796917,0.000103584,0.000232792,0.000159792,0.000228292
200,0.102613,0.000117042,0.000738667,0.00010575,0.00023125,0.000166083,0.000231291
200,0.0991457,0.000132167,0.000896584,0.000155584,0.000292667,0.000208167,0.000267375
200,0.101156,0.000138958,0.000868791,0.00014375,0.000237917,0.000143583,0.000278416
200,0.101709,9.7666e-05,0.000737041,0.00010125,0.000199875,0.000119791,0.000211833
200,0.10206,0.000137875,0.000914334,0.000142667,0.000296958,0.000198833,0.000275459
200,0.101508,0.0001695,0.000792791,0.000158041,0.000314292,0.00014975,0.000231958
200,0.100905,0.000110792,0.000750584,0.000100667,0.000217042,0.000138083,0.000227167
200,0.0970854,0.000134667,0.000963709,0.000146959,0.000266958,0.0001665,0.0002975
200,0.0971859,0.000111041,0.000854459,0.000108959,0.000274625,0.000162709,0.000219333
200,0.100955,0.00010725,0.000718334,0.000142167,0.0002945,0.000194959,0.00022875
200,0.0974874,0.000136459,0.000799208,0.000128625,0.000210875,0.000130959,0.000228042
200,0.10201,0.000116667,0.000940875,0.000143666,0.000256291,0.000205583,0.0002795
200,0.0963819,0.000144625,0.000858459,0.000144125,0.000314833,0.000142,0.000236375
200,0.098191,9.7958e-05,0.000544792,8.9125e-05,0.000215208,0.0001325,0.000196166
200,0.100754,0.000156,0.000948708,0.000173166,0.000391042,0.000200625,0.000289375
200,0.100955,0.000128209,0.000904167,0.000123625,0.000262959,0.000202042,0.00027625
200,0.100151,8.3916e-05,0.000577583,7.3833e-05,0.000158083,9.1834e-05,0.000170792
200,0.099598,0.000140875,0.000819583,0.000107459,0.00020925,0.000167125,0.000269125
200,0.102814,0.000109083,0.000783375,0.000109458,0.000239167,0.000181083,0.000273209
200,0.103116,0.000130917,0.000911958,0.000142834,0.0002775,0.000162167,0.000227875
200,0.100251,0.000129792,0.000769375,0.000112375,0.000219125,0.000162125,0.000241417
200,0.100754,0.000135083,0.000697,0.000104708,0.000244583,0.000145333,0.00020125
200,0.098392,0.000130959,0.000869542,0.000138875,0.000282959,0.000193291,0.000257125
200,0.10005,0.000127542,0.000801334,0.000135042,0.000244,0.000135083,0.000220792
200,0.100151,0.000111166,0.000728166,0.000114416,0.000207291,0.000115958,0.000193791
200,0.100402,0.000125416,0.000801583,0.000137959,0.000251292,0.0001375,0.000215708
200,0.098995,0.000123083,0.000758792,0.000116792,0.000251458,0.000145458,0.0002095
200,0.103819,0.000119791,0.000631125,9.6625e-05,0.00023475,0.000141958,0.000214417
200,0.0990452,0.000117334,0.00074675,0.000104125,0.000241709,0.00013825,0.000196208
200,0.0984925,0.000134334,0.00067625,0.000109667,0.000241291,0.000136209,0.000198583
200,0.0998995,0.000120084,0.000889917,0.000119,0.000235541,0.000141708,0.000258584
200,0.0968342,0.000145125,0.000848583,0.000146584,0.000268125,0.000144875,0.000242292
200,0.102714,0.000138333,0.000849,0.000137459,0.000245417,0.000141375,0.000257708
300,0.101583,0.000217958,0.00166271,0.0001975,0.000514083,0.0002125,0.000399917
300,0.100557,0.000249792,0.00202717,0.000247416,0.000530125,0.000285625,0.000465667
300,0.0995987,0.000212167,0.00189858,0.000232875,0.000594,0.000252,0.000458583
300,0.100201,0.000224625,0.00190154,0.000232333,0.000560458,0.000244542,0.000465291
300,0.0999108,0.00021875,0.00177533,0.0002125,0.000534625,0.000230625,0.000426375
300,0.099398,0.000254041,0.001887,0.000227417,0.000541125,0.000257916,0.000503541
300,0.0970569,0.000257875,0.00194596,0.000250708,0.0005975,0.000272542,0.000470792
300,0.100758,0.000206042,0.00171092,0.000204417,0.000503292,0.000243,0.000466458
300,0.0960758,0.000178583,0.00154183,0.0001815,0.000435375,0.000211167,0.000397917
300,0.101472,0.000235333,0.00180012,0.00021775,0.000514334,0.000245334,0.000468459
300,0.100491,0.000204167,0.00177042,0.000205541,0.000499458,0.000234958,0.000436959
300,0.0995095,0.000216875,0.00176321,0.000215708,0.00052575,0.000247833,0.00045425
300,0.101315,0.000189125,0.00173167,0.000186916,0.000459458,0.0002175,0.0004115
300,0.101026,0.000242416,0.00173017,0.000209667,0.000498459,0.000249625,0.000495333
300,0.0992865,0.000194708,0.00161854,0.000207292,0.000495959,0.000218125,0.000418291
300,0.100758,0.000205875,0.00167304,0.000204917,0.000443917,0.000215583,0.000397167
300,0.101561,0.000219375,0.00189308,0.000225708,0.000570125,0.00025575,0.000456209
300,0.102475,0.000215917,0.00179425,0.000204083,0.000497958,0.000227209,0.000418
300,0.100647,0.000256875,0.00180363,0.000256958,0.000574625,0.000298416,0.000470458
300,0.101182,0.000218625,0.00180254,0.000243042,0.000580709,0.000250083,0.000500125
300,0.0999554,0.000156875,0.0013895,0.000187416,0.000433458,0.000212042,0.000388709
300,0.100736,0.000268583,0.00191,0.00025675,0.000562458,0.0002645,0.000520667
300,0.100825,0.000196916,0.00172913,0.000203042,0.000515125,0.000233333,0.000429458
300,0.10087,0.000222792,0.00195279,0.0002375,0.000567,0.00026575,0.000512375
300,0.0992419,0.000236416,0.00183321,0.000234709,0.000571,0.000304666,0.000467083
300,0.101516,0.000217125,0.00174967,0.000217959,0.000514792,0.000259334,0.000474084
300,0.101026,0.000191709,0.00171283,0.000191709,0.000453833,0.000220583,0.000405791
300,0.0983501,0.000225916,0.00190642,0.000207875,0.000524625,0.000267709,0.000503958
300,0.100758,0.000233833,0.00195987,0.000239292,0.000557334,0.000318583,0.000527167
300,0.0999554,0.000240125,0.00209279,0.000231167,0.000544042,0.000265541,0.000499666
300,0.0991081,0.000203833,0.00179658,0.000203875,0.00048725,0.000243042,0.000448375
300,0.0996879,0.00022225,0.00191221,0.000224292,0.000538333,0.000261583,0.000540125
300,0.0990635,0.000228667,0.00186733,0.000227292,0.000541375,0.000253583,0.000502166
300,0.098796,0.00023075,0.00194962,0.000228792,0.00054225,0.000260291,0.000468041
300,0.100245,0.000228458,0.00183479,0.000206208,0.000495042,0.000244125,0.000436375
300,0.0994203,0.00022475,0.00190558,0.0002315,0.000562083,0.000308833,0.000488625
300,0.101293,0.000218583,0.00180713,0.000232916,0.000512666,0.000248375,0.000471917
300,0.100535,0.000185709,0.00165421,0.000221209,0.000448625,0.00022225,0.000401833
300,0.101315,0.000207334,0.00170692,0.000205958,0.000540209,0.000260125,0.000435125
300,0.0996656,0.000187167,0.00171321,0.000201458,0.000452,0.00022325,0.00038225
300,0.101093,0.000221333,0.00185233,0.000219542,0.00057,0.000280334,0.000519083
300,0.101538,0.000249167,0.00187929,0.000218208,0.000598,0.000247708,0.000455541
300,0.0996656,0.00019475,0.00182662,0.0002465,0.000485334,0.000230917,0.000489375
300,0.101828,0.000240375,0.00193833,0.000244584,0.000577542,0.0002355,0.000469
300,0.0995987,0.000274416,0.00199279,0.000232292,0.000547292,0.000266958,0.000465375
300,0.102988,0.000230334,0.00195171,0.000265417,0.000578292,0.000281625,0.000518
300,0.102698,0.00021125,0.00183233,0.000211125,0.000581375,0.00024725,0.000481584
300,0.099398,0.000223041,0.00197633,0.000230042,0.000517625,0.000287208,0.000451792
300,0.0988629,0.000236834,0.00184242,0.000202916,0.000534208,0.000226417,0.000418041
300,0.101182,0.000230583,0.00182575,0.000266458,0.000580667,0.000249417,0.000450958
300,0.100936,0.00023775,0.00195717,0.000262875,0.000564917,0.000257667,0.000562416
300,0.0996433,0.000206917,0.00183787,0.000218041,0.000556125,0.000274417,0.000485417
300,0.100424,0.00024575,0.00201504,0.000247167,0.000616125,0.000310125,0.000528834
300,0.099175,0.00024925,0.00189146,0.000251042,0.00058325,0.000275042,0.000499541
300,0.100491,0.00023025,0.00186779,0.000237792,0.000603333,0.000263083,0.000478583
300,0.100424,0.000220584,0.00194542,0.000221542,0.000600042,0.000253792,0.000513
300,0.100334,0.000236917,0.001989,0.00025375,0.000588833,0.000280583,0.000475416
300,0.100825,0.00023325,0.00196425,0.000248416,0.000524666,0.000291375,0.000474333
300,0.102586,0.000255459,0.00193333,0.000233042,0.000581042,0.000256875,0.0005205
300,0.101204,0.000188292,0.00179808,0.000208458,0.00055875,0.000292166,0.000435208
300,0.0993311,0.000212042,0.00186746,0.000224875,0.000543666,0.000262291,0.000442458
300,0.0995987,0.000220166,0.00185788,0.000214292,0.000570084,0.000265167,0.000466917
300,0.0995095,0.000216708,0.00188375,0.000254958,0.000487833,0.000239208,0.000433541
300,0.100045,0.000219083,0.00200242,0.000285709,0.000690792,0.000321584,0.0005895
300,0.0999554,0.000269917,0.00212008,0.000273,0.000682708,0.0003435,0.000597083
300,0.0990858,0.000224292,0.00228925,0.000219667,0.000560458,0.000256042,0.000521459
300,0.102252,0.000266125,0.00215083,0.000245667,0.000670292,0.000398292,0.000540208
300,0.102609,0.000269084,0.00227117,0.000265708,0.000623042,0.000281291,0.000613
300,0.099398,0.000231792,0.00231558,0.000292208,0.000643334,0.00027225,0.000582125
300,0.100825,0.000294708,0.00237408,0.000279167,0.000704041,0.000288583,0.000523375
300,0.101516,0.000295209,0.00224708,0.000304625,0.000709417,0.000335292,0.000647541
300,0.101583,0.000232292,0.00199208,0.000232958,0.000550292,0.000265708,0.000559834
300,0.100981,0.000325,0.00207096,0.000255,0.000624583,0.0003895,0.000516792
300,0.100401,0.0002415,0.00207254,0.000302375,0.000567,0.000275459,0.000530042
300,0.0977703,0.000231291,0.00184267,0.000201,0.000490583,0.00024125,0.000449709
300,0.101761,0.000267209,0.0023965,0.000258958,0.000617042,0.000383875,0.000583334
300,0.101672,0.000254666,0.00214404,0.00041075,0.000537917,0.000290417,0.00050975
300,0.0979487,0.000244625,0.00210067,0.000242667,0.000514792,0.000303083,0.000487417
300,0.0985061,0.000261,0.00217438,0.000251,0.000537,0.000253959,0.000680209
300,0.10029,0.000278042,0.00206863,0.00027225,0.000631,0.00026225,0.00049925
300,0.0975251,0.000318292,0.00237175,0.0003095,0.000670084,0.000310791,0.000555792
300,0.10194,0.000202666,0.00175221,0.00019125,0.000532875,0.000240708,0.000400708
300,0.100111,0.000191792,0.00167471,0.000199667,0.000424542,0.000212875,0.000454625
300,0.0992419,0.000227625,0.00213438,0.000238917,0.000565458,0.00024425,0.000536042
300,0.0986176,0.000192542,0.00188617,0.000214459,0.000554084,0.0002625,0.000449583
300,0.0993757,0.000269167,0.00182608,0.000213208,0.000523208,0.000321917,0.000548125
300,0.0990635,0.000206709,0.00185237,0.000230584,0.000474875,0.00028275,0.000472959
300,0.100557,0.000186,0.00162838,0.000195084,0.000476167,0.000257583,0.000402833
300,0.1,0.000282125,0.00214758,0.000249667,0.000570042,0.000293958,0.000510958
300,0.0995095,0.000257125,0.00184825,0.000246042,0.000621417,0.00025975,0.000454042
300,0.0984169,0.000180375,0.00151108,0.000177458,0.0004305,0.000208375,0.000398083
300,0.0979933,0.000227,0.00184233,0.000224584,0.000531083,0.000240333,0.000469083
300,0.10165,0.000238541,0.00191938,0.000226958,0.000539459,0.000270542,0.000470375
300,0.0986622,0.000260458,0.00220442,0.000251834,0.000601542,0.00028075,0.000507209
300,0.0986176,0.00023875,0.00202446,0.000246458,0.000583166,0.000271291,0.000495
300,0.101048,0.000246459,0.00174267,0.000208958,0.000507166,0.000253291,0.0005345
300,0.099621,0.000256833,0.00191233,0.000253375,0.000599,0.000287209,0.000504334
300,0.100647,0.000244583,0.00200292,0.000252833,0.00057625,0.000284458,0.00050675
300,0.100178,0.00025775,0.00192212,0.000243458,0.000578833,0.000279209,0.000493917
300,0.0991304,0.00020775,0.00185446,0.000211625,0.000516375,0.000253917,0.000457833
300,0.0994872,0.00025525,0.00200104,0.000253917,0.000610334,0.000340875,0.000559042
300,0.0992642,0.000230083,0.00191867,0.000221833,0.000529417,0.000266625,0.000492291
300,0.0994872,0.000240625,0.00198775,0.000251333,0.000576,0.0002705,0.000508042
300,0.0992642,0.000229208,0.00198383,0.000230917,0.0005295,0.000251208,0.000549375
300,0.0984392,0.00023375,0.00222392,0.000237125,0.000511084,0.00024275,0.00045375
300,0.10243,0.0002175,0.00179283,0.000236209,0.00058025,0.000287166,0.000500917
300,0.100245,0.00022125,0.00181129,0.000220666,0.000533125,0.00024925,0.000471375
300,0.101427,0.000203542,0.00175842,0.000228209,0.000500042,0.0002385,0.000439833
300,0.099175,0.000236667,0.00200871,0.000269,0.000593,0.000268041,0.00046375
300,0.101538,0.000188792,0.00207925,0.000223458,0.000608625,0.000242792,0.00045625
300,0.0991527,0.0002445,0.00195175,0.000233666,0.000655166,0.000297833,0.000561375
300,0.099175,0.000235791,0.00200075,0.00025525,0.00058325,0.000288292,0.000627666
300,0.10029,0.000257958,0.00194596,0.000242958,0.000562166,0.000286167,0.000483
300,0.101984,0.000249917,0.00198617,0.000250042,0.000584,0.000271834,0.000540334
300,0.0980825,0.000238416,0.0018675,0.000251458,0.00050125,0.000219208,0.0003995
300,0.102609,0.000250833,0.00207354,0.0002585,0.000658375,0.000281542,0.000564709
300,0.0992419,0.000227084,0.00204692,0.000257,0.000733875,0.00025775,0.000575584
300,0.101315,0.00022375,0.00196863,0.000304791,0.000674458,0.000325666,0.000625
300,0.101026,0.000236084,0.00199296,0.000251875,0.000619833,0.000274584,0.000582583
300,0.0995987,0.000245208,0.00202988,0.00028275,0.000543291,0.000311333,0.000529958
300,0.102542,0.000224875,0.00191283,0.00026775,0.000525458,0.000248625,0.000522084
300,0.102988,0.000254541,0.00204479,0.000282958,0.000604708,0.00028,0.000545541
300,0.101249,0.000226333,0.00205879,0.000268041,0.000546458,0.000296375,0.000514334
300,0.100111,0.000203417,0.00206904,0.000377792,0.000591333,0.000341292,0.000448166
300,0.0996879,0.000212875,0.00192433,0.000257125,0.000531667,0.000290625,0.000557
300,0.102297,0.000215375,0.00186017,0.00021225,0.000552958,0.000227292,0.00049975
300,0.101494,0.000255625,0.00208092,0.000231709,0.000543125,0.000263459,0.000557792
300,0.101739,0.000325667,0.00197779,0.000231916,0.000650125,0.00027575,0.000456708
300,0.101828,0.000232166,0.00227229,0.000239042,0.000630792,0.000274,0.00049175
300,0.0994203,0.000177209,0.00175042,0.0002075,0.00061275,0.000241417,0.000427709
300,0.0997993,0.000232,0.00180979,0.000265375,0.000525667,0.000250167,0.00060125
300,0.0982832,0.000217917,0.00189496,0.000229167,0.000598209,0.000241042,0.000537334
300,0.100847,0.00021775,0.00185817,0.000213333,0.000579375,0.000240833,0.000447833
300,0.100446,0.0003175,0.00214279,0.000235792,0.000553292,0.00026175,0.00052275
300,0.099777,0.000192958,0.00187267,0.000233083,0.000582666,0.0002535,0.000405167
300,0.101851,0.000225833,0.00176808,0.000223583,0.000622125,0.000254458,0.000556
300,0.100892,0.000219834,0.00170238,0.000198667,0.000467625,0.000284125,0.00043925
300,0.0983724,0.000196709,0.00159729,0.00020225,0.000468625,0.000221542,0.0003985
300,0.10165,0.000192541,0.00193375,0.000198084,0.000491375,0.000241667,0.000442459
300,0.0985284,0.000211708,0.00186413,0.000247541,0.000554,0.000284208,0.000523541
300,0.102163,0.000216625,0.0016285,0.000205875,0.000501416,0.000273708,0.00043475
300,0.0990635,0.000205083,0.00175967,0.000203792,0.0005415,0.000229958,0.000475791
300,0.0971683,0.000249083,0.00182933,0.0002185,0.0005475,0.000289291,0.000441292
300,0.100981,0.000212792,0.00195254,0.000233041,0.000530708,0.000248166,0.000461917
300,0.0993311,0.000198583,0.00170438,0.000217709,0.000506167,0.000249709,0.000435625
300,0.0997101,0.000217333,0.00194279,0.000247209,0.000522208,0.000256916,0.000508291
300,0.100022,0.000230208,0.00183829,0.000201542,0.000535458,0.00025725,0.000447167
300,0.0985507,0.000219667,0.00199583,0.000221667,0.0005265,0.000277,0.000540416
300,0.0994872,0.0002215,0.00196171,0.000222583,0.0005915,0.00025725,0.000536792
300,0.100334,0.000202417,0.00159967,0.000211792,0.000456416,0.000223583,0.000452917
300,0.10194,0.000229042,0.00189062,0.00023025,0.0005965,0.000251625,0.00047
300,0.100535,0.000273542,0.00202362,0.000253916,0.000581042,0.000309958,0.000483291
300,0.0993311,0.000217625,0.00185717,0.00025875,0.000495958,0.000239334,0.000483875
300,0.101761,0.000215,0.00195983,0.000213041,0.00055875,0.000263584,0.000522125
300,0.100223,0.000238958,0.00179529,0.000239375,0.000492875,0.000228625,0.00048775
300,0.0981717,0.000209584,0.00191037,0.000217541,0.000571125,0.000236917,0.000456792
300,0.0998216,0.000262958,0.00179425,0.000248375,0.0005135,0.000255167,0.000491834
300,0.101472,0.000197625,0.00177108,0.000230625,0.000521541,0.000266958,0.00042675
300,0.0985284,0.000254375,0.00194013,0.000282,0.000540792,0.000297917,0.000506666
300,0.0999331,0.000187291,0.00187317,0.000199667,0.000532084,0.000228292,0.000464458
300,0.0994426,0.000266917,0.00187379,0.000243541,0.000520166,0.000295542,0.000477792
300,0.100468,0.000216542,0.0018975,0.000216417,0.000569667,0.000238,0.000527917
300,0.0997101,0.000229958,0.00189242,0.00021075,0.000548958,0.000274541,0.000489125
300,0.100468,0.000239042,0.00189042,0.000262208,0.0005285,0.000259,0.000508375
300,0.0985507,0.000218833,0.00179754,0.000220667,0.000534375,0.000284125,0.000449958
300,0.0987737,0.000203375,0.00155592,0.000174917,0.000483166,0.000204833,0.000377625
300,0.100669,0.000232125,0.00188167,0.000272125,0.000517208,0.000259375,0.000487
300,0.101093,0.000205542,0.00169429,0.00019925,0.000507125,0.000265625,0.000429083
300,0.099777,0.000169458,0.00162842,0.000170167,0.00045125,0.000236333,0.000381625
300,0.100847,0.000216292,0.00191996,0.000216541,0.000570458,0.000246125,0.000492208
300,0.0993311,0.000239958,0.001862,0.000260541,0.000567833,0.000281333,0.000454459
300,0.101583,0.00024025,0.00186621,0.000255333,0.000567125,0.000267417,0.000531583
300,0.0993757,0.000204166,0.00182942,0.00019125,0.000520916,0.000240833,0.000437375
300,0.0995764,0.000229667,0.001824,0.00021625,0.000511875,0.000279667,0.000542959
300,0.102341,0.000229958,0.00179271,0.000204208,0.000545958,0.000252958,0.000458834
300,0.0989075,0.000257625,0.00187825,0.000251125,0.000517916,0.000290792,0.000493375
300,0.100111,0.00020325,0.0017435,0.000199375,0.000547,0.000231,0.000439125
300,0.100758,0.000243084,0.002026,0.000225333,0.00052875,0.000271208,0.000533375
300,0.101717,0.000287542,0.0019715,0.000260834,0.000659167,0.000317958,0.000584833
300,0.099621,0.000262791,0.00221221,0.000259666,0.000645791,0.000297958,0.000582
300,0.0988406,0.000250875,0.00246733,0.000278667,0.000677833,0.000361125,0.000652708
300,0.0970346,0.000273333,0.00203979,0.00024925,0.000623834,0.000287166,0.000504916
300,0.0973244,0.00028925,0.00224292,0.000298542,0.000685917,0.00033675,0.00060075
300,0.0992419,0.000277375,0.00234954,0.000272625,0.000654459,0.000321833,0.0005865
300,0.101628,0.00029825,0.00237642,0.000304709,0.000707625,0.000351459,0.000636833
300,0.100959,0.000318875,0.00234012,0.000330375,0.000779542,0.000357625,0.000585167
300,0.100111,0.000252042,0.00213687,0.000258958,0.000597667,0.000288042,0.000572459
300,0.101695,0.000319542,0.00242367,0.000320708,0.000755666,0.00033925,0.000628667
300,0.101003,0.000270167,0.00232096,0.000272375,0.000607875,0.000312333,0.000613459
300,0.1,0.000294,0.0022665,0.000288416,0.00065125,0.000278791,0.0005925
300,0.102297,0.000254958,0.002132,0.000257625,0.000615209,0.000314458,0.0005275
300,0.0988183,0.0002735,0.00233046,0.000225958,0.000571,0.00026625,0.00044925
300,0.103322,0.000308958,0.00200987,0.000241125,0.00058975,0.000320958,0.000480208
300,0.10087,0.000265292,0.00194521,0.000228833,0.00049175,0.0003215,0.000462542
300,0.0993088,0.000259833,0.001978,0.000270292,0.000526959,0.000301334,0.000491958
300,0.102297,0.000241834,0.00197458,0.000286708,0.00059375,0.000317209,0.000534875
300,0.100245,0.000227792,0.0020115,0.000277709,0.000584208,0.000281167,0.000538708
300,0.0998439,0.000224583,0.00202992,0.000223375,0.000560542,0.000264375,0.000560333
300,0.100669,0.000198167,0.00174004,0.000197167,0.000471166,0.000289916,0.00043225
300,0.101115,0.000158541,0.00156946,0.00015825,0.000385792,0.000190917,0.000364584
300,0.101761,0.000222917,0.00201125,0.000221459,0.000524084,0.00025025,0.000535792
300,0.101672,0.000175042,0.00144104,0.000170458,0.000412541,0.00021075,0.000394792
300,0.0993534,0.000222333,0.00185346,0.0002205,0.000539291,0.000287708,0.000460666
300,0.104526,0.000223292,0.00167396,0.000198125,0.000452,0.000222667,0.000433833
300,0.103099,0.000214542,0.00175167,0.000247625,0.00052575,0.00024725,0.000470042
300,0.101494,0.000216375,0.00181892,0.000216625,0.000516792,0.0002475,0.000470375
300,0.0970346,0.000191375,0.00162583,0.000190167,0.000465125,0.000227542,0.000422375
300,0.10087,0.000170959,0.00155538,0.000173542,0.000417542,0.000202542,0.000391458
300,0.101249,0.000184208,0.00150842,0.000180083,0.000457458,0.000222,0.00039475
300,0.100847,0.000202458,0.00167813,0.000201667,0.000480084,0.000230458,0.000425917
300,0.101449,0.000220125,0.00187267,0.000217625,0.000521375,0.000253875,0.000473291
300,0.0968785,0.000223167,0.00201058,0.000242,0.000556166,0.0002565,0.000452875
300,0.10136,0.000204042,0.00175833,0.00021125,0.000516584,0.000274375,0.000495458
300,0.0996879,0.000228625,0.00179025,0.000229292,0.000537667,0.000256334,0.000474167
300,0.101583,0.000229209,0.00178537,0.000228167,0.000531333,0.000271125,0.00046225
300,0.0994649,0.0002175,0.00174812,0.0002225,0.0005185,0.000246584,0.000457875
300,0.1,0.000215042,0.00179029,0.00022625,0.000511708,0.000243416,0.000453542
